cowid,parity,calving_date,enrolled,GovID,calendardate,animalid,lyingtime,standingtime,rumination,notruminating,inactivity,activity,highactivity,lie_stand,ruminate_nonruminat,active_nonactive,expday
1794,3,27/06/2022,1,UK344097406824,03/07/2022,UK344097406824,17.3,6.7,10.383333333,13.616666667,9.3333333333,14.666666667,0,24,24,24,6
6975,4,14/05/2022,1,DE001501116975,20/05/2022,DE001501116975,13.533333333,10.466666667,5.4166666667,18.583333333,9.55,12.7,1.75,24,24,22.25,6
7194,2,27/05/2022,1,UK344097307194,02/06/2022,UK344097307194,12.816666667,11.183333333,10.066666667,13.933333333,6.9,16.8,0.3,24,24,23.7,6
8262,4,03/07/2022,1,DE001267448262,09/07/2022,DE001267448262,12.016666667,11.983333333,11.766666667,12.233333333,4.9666666667,18.75,0.2833333333,24,24,23.716666667,6
8266,4,26/05/2022,1,DE001267448266,01/06/2022,DE001267448266,14.2,9.8,10.45,13.55,5.4666666667,16.066666667,2.45,24,24,21.533333333,6
8277,1,27/05/2022,1,UK344097108277,02/06/2022,UK344097108277,15.6,8.4,8.7166666667,15.283333333,7.9833333333,15.766666667,0.25,24,24,23.75,6
8524,1,08/07/2022,1,UK344097308524,14/07/2022,UK344097308524,14.116666667,9.8833333333,12.033333333,11.966666667,5.3333333333,18.45,0.2166666667,24,24,23.783333333,6
11,4,04/07/2022,1,UK344097506083,11/07/2022,UK344097506083,12.383333333,11.616666667,9.1166666667,14.883333333,5.6666666667,16.85,1.4833333333,24,24,22.516666667,7
40,2,04/07/2022,1,UK344097407685,11/07/2022,UK344097407685,15.566666667,8.4333333333,10.45,13.55,5.2833333333,18.666666667,0.05,24,24,23.95,7
50,2,04/06/2022,1,UK344097307516,11/06/2022,UK344097307516,8.4,15.6,8.3166666667,15.683333333,5.4333333333,16.983333333,1.5833333333,24,24,22.416666667,7
64,4,29/05/2022,1,UK344097206052,05/06/2022,UK344097206052,3.6,4.4,2.7833333333,5.2166666667,2,4.1,1.9,8,8,6.1,7
70,2,23/05/2022,1,UK344097207641,30/05/2022,UK344097207641,12.1,11.9,11.633333333,12.366666667,3.25,19.283333333,1.4666666667,24,24,22.533333333,7
81,4,24/06/2022,1,UK344097205940,01/07/2022,UK344097205940,16.6,7.4,8.9666666667,15.033333333,9.85,13.783333333,0.3666666667,24,24,23.633333333,7
88,1,15/06/2022,1,UK344097608471,22/06/2022,UK344097608471,16.983333333,7.0166666667,12.983333333,11.016666667,8.2166666667,15.433333333,0.35,24,24,23.65,7
92,3,06/07/2022,1,UK344097607092,13/07/2022,UK344097607092,12.7,11.3,11.75,12.25,5.2333333333,18.333333333,0.4333333333,24,24,23.566666667,7
93,1,20/05/2022,1,UK344097708451,27/05/2022,UK344097708451,14.85,9.15,10.05,13.95,6.3833333333,17.5,0.1166666667,24,24,23.883333333,7
111,1,05/06/2022,1,UK344097608485,12/06/2022,UK344097608485,13.583333333,10.416666667,12.266666667,11.733333333,4.45,19.216666667,0.3333333333,24,24,23.666666667,7
129,1,23/06/2022,1,UK344097108354,30/06/2022,UK344097108354,12.75,11.25,9.45,14.55,6.0833333333,17.65,0.2666666667,24,24,23.733333333,7
131,1,10/06/2022,1,UK344097408315,17/06/2022,UK344097408315,5.5666666667,18.433333333,11.116666667,12.883333333,3.6666666667,19.916666667,0.4166666667,24,24,23.583333333,7
136,1,19/06/2022,1,UK344097708248,26/06/2022,UK344097708248,11.216666667,12.783333333,10.166666667,13.833333333,4.5833333333,18.9,0.5166666667,24,24,23.483333333,7
140,3,14/05/2022,1,UK344097606553,21/05/2022,UK344097606553,17.116666667,6.8833333333,6.3833333333,17.616666667,13.033333333,10.883333333,0.0833333333,24,24,23.916666667,7
144,1,14/06/2022,1,UK344097508344,21/06/2022,UK344097508344,14.6,9.4,11.133333333,12.866666667,6.7666666667,16.016666667,1.2166666667,24,24,22.783333333,7
153,2,03/07/2022,1,UK344097307803,10/07/2022,UK344097307803,11.883333333,12.116666667,11.733333333,12.266666667,4.5666666667,19.316666667,0.1166666667,24,24,23.883333333,7
154,6,20/06/2022,1,UK344097604558,27/06/2022,UK344097604558,12.766666667,11.233333333,9.0333333333,14.966666667,5.85,17.75,0.4,24,24,23.6,7
180,1,01/06/2022,1,UK344097408455,08/06/2022,UK344097408455,16.466666667,7.5333333333,10.85,13.15,7.2166666667,15.783333333,1,24,24,23,7
182,1,22/06/2022,1,UK344097308538,29/06/2022,UK344097308538,14.4,9.6,11.083333333,12.916666667,7.2833333333,16.533333333,0.1833333333,24,24,23.816666667,7
201,1,20/06/2022,1,UK344097408511,27/06/2022,UK344097408511,12.25,11.75,9.6666666667,14.333333333,7.8166666667,15.083333333,1.1,24,24,22.9,7
202,4,16/06/2022,1,UK344097505775,23/06/2022,UK344097505775,14.05,9.95,14.016666667,9.9833333333,5.5,18.466666667,0.0333333333,24,24,23.966666667,7
243,1,24/05/2022,1,UK344097408287,31/05/2022,UK344097408287,15.5,8.5,9.15,14.85,7.6166666667,15.883333333,0.5,24,24,23.5,7
268,2,28/05/2022,1,UK344097207200,04/06/2022,UK344097207200,13.833333333,10.166666667,7,17,8.3833333333,15.583333333,0.0333333333,24,24,23.966666667,7
270,1,06/06/2022,1,UK344097508295,13/06/2022,UK344097508295,13.433333333,10.566666667,11.283333333,12.716666667,5.9,18.033333333,0.0666666667,24,24,23.933333333,7
295,5,24/06/2022,1,UK344097105169,01/07/2022,UK344097105169,14.916666667,9.0833333333,11.7,12.3,8.25,15.75,0,24,24,24,7
331,3,01/06/2022,1,UK344097606665,08/06/2022,UK344097606665,13.866666667,10.133333333,9.7333333333,14.266666667,6.0333333333,17.566666667,0.4,24,24,23.6,7
333,2,27/06/2022,1,UK344097307558,04/07/2022,UK344097307558,10.133333333,13.866666667,11.816666667,12.183333333,5.4666666667,18.15,0.3833333333,24,24,23.616666667,7
359,3,30/05/2022,1,UK344097106639,06/06/2022,UK344097106639,13.583333333,10.416666667,9.95,14.05,6.1333333333,17.783333333,0.1,24,24,23.916666667,7
423,3,24/06/2022,1,UK344097706666,01/07/2022,UK344097706666,13.4,10.6,10.766666667,13.233333333,5.5833333333,16.933333333,1.4833333333,24,24,22.516666667,7
440,1,01/07/2022,1,UK344097508484,08/07/2022,UK344097508484,12.616666667,11.383333333,12.75,11.25,4.35,19.15,0.5,24,24,23.5,7
443,1,26/05/2022,1,UK344097708129,02/06/2022,UK344097708129,12.7,11.3,12.15,11.85,5.4,17.533333333,1.0666666667,24,24,22.933333333,7
447,4,11/06/2022,1,UK344097605461,18/06/2022,UK344097605461,12.066666667,11.933333333,10.3,13.7,6.05,16.866666667,1.0833333333,24,24,22.916666667,7
450,1,10/06/2022,1,UK344097308517,17/06/2022,UK344097308517,13.3,10.7,10.35,13.65,5.7666666667,18.233333333,0,24,24,24,7
459,3,15/06/2022,1,UK344097706918,22/06/2022,UK344097706918,11.066666667,12.933333333,9.8833333333,14.116666667,4.2,19.116666667,0.6833333333,24,24,23.316666667,7
462,1,26/05/2022,1,UK344097508470,02/06/2022,UK344097508470,13.916666667,10.083333333,11.1,12.9,5.8,17.233333333,0.9666666667,24,24,23.033333333,7
463,1,04/06/2022,1,UK344097608191,11/06/2022,UK344097608191,14.95,9.05,9.8,14.2,7.2833333333,16.366666667,0.35,24,24,23.65,7
474,2,11/05/2022,1,UK344097307369,18/05/2022,UK344097307369,11.666666667,11.333333333,7.2666666667,15.733333333,7.0333333333,15.833333333,0.1333333333,23,23,22.866666667,7
501,2,02/06/2022,1,UK344097407314,09/06/2022,UK344097407314,12.05,11.95,8.5166666667,15.483333333,8.6,15.35,0.05,24,24,23.95,7
502,1,23/05/2022,1,UK344097308314,30/05/2022,UK344097308314,13.566666667,10.433333333,9.7833333333,14.216666667,6.8,16.966666667,0.2333333333,24,24,23.766666667,7
514,2,28/05/2022,1,UK344097207382,04/06/2022,UK344097207382,13.6,10.4,9.5,14.5,5.5833333333,18.083333333,0.3333333333,24,24,23.666666667,7
521,2,14/05/2022,1,UK344097707415,21/05/2022,UK344097707415,13.016666667,10.983333333,8.45,15.55,7.7,16.066666667,0.2333333333,24,24,23.766666667,7
524,1,23/05/2022,1,UK344097508288,30/05/2022,UK344097508288,13.25,10.75,10.45,13.55,4.8833333333,18.083333333,1.0333333333,24,24,22.966666667,7
527,1,27/05/2022,1,UK344097608464,03/06/2022,UK344097608464,11.85,12.15,9.6833333333,14.316666667,6.4666666667,15.383333333,2.1666666667,24,24,21.85,7
532,1,23/05/2022,1,UK344097408483,30/05/2022,UK344097408483,13.283333333,10.716666667,13.866666667,10.133333333,5.0833333333,18.766666667,0.15,24,24,23.85,7
542,8,24/06/2022,1,UK344097403338,01/07/2022,UK344097403338,16.516666667,7.4833333333,9.8666666667,14.133333333,7.4833333333,15.983333333,0.5333333333,24,24,23.466666667,7
561,1,30/06/2022,1,UK344097108340,07/07/2022,UK344097108340,11.583333333,12.416666667,12.966666667,11.033333333,5.2333333333,18.533333333,0.2333333333,24,24,23.766666667,7
570,1,27/05/2022,1,UK344097508302,03/06/2022,UK344097508302,17.933333333,6.0666666667,7.5666666667,16.433333333,11.533333333,12.416666667,0.05,24,24,23.95,7
575,1,10/06/2022,1,UK344097108361,17/06/2022,UK344097108361,13.15,10.85,11.9,12.1,4.7833333333,18.983333333,0.2333333333,24,24,23.766666667,7
590,2,16/06/2022,1,UK344097707296,23/06/2022,UK344097707296,14.483333333,9.5166666667,9.5833333333,14.416666667,6.7166666667,16.75,0.5333333333,24,24,23.466666667,7
593,3,23/06/2022,1,UK344097406985,30/06/2022,UK344097406985,10.65,13.35,7.65,16.35,9.1333333333,14.766666667,0.1,24,24,23.9,7
610,1,05/06/2022,1,UK344097707912,12/06/2022,UK344097707912,9.3833333333,14.616666667,12.016666667,11.983333333,6.25,16.533333333,1.2166666667,24,24,22.783333333,7
613,4,02/06/2022,1,UK344097406047,09/06/2022,UK344097406047,15.416666667,8.5833333333,6.5833333333,17.416666667,12.633333333,11.3,0.0666666667,24,24,23.933333333,7
652,4,11/05/2022,1,UK344097406040,18/05/2022,UK344097406040,13.7,9.3,7.65,15.35,8.9,13.983333333,0.1166666667,23,23,22.883333333,7
654,5,30/06/2022,1,DE001265359399,07/07/2022,DE001265359399,16.7,7.3,7.4833333333,16.516666667,10.033333333,13.8,0.1666666667,24,24,23.833333333,7
690,3,09/06/2022,1,UK344097106436,16/06/2022,UK344097106436,12.55,11.45,12.516666667,11.483333333,5.05,18.733333333,0.2166666667,24,24,23.783333333,7
704,2,03/06/2022,1,UK344097107374,10/06/2022,UK344097107374,7.6,16.4,10.666666667,13.333333333,4.0333333333,13.516666667,6.45,24,24,17.55,7
730,3,02/06/2022,1,UK344097306858,09/06/2022,UK344097306858,16.333333333,7.6666666667,10.65,13.35,9.2666666667,14.733333333,0,24,24,24,7
750,2,12/05/2022,1,UK344097307397,19/05/2022,UK344097307397,14.083333333,9.9166666667,8.8333333333,15.166666667,7.4833333333,16.316666667,0.2,24,24,23.8,7
758,4,27/06/2022,1,UK344097405669,04/07/2022,UK344097405669,18.3,5.7,5.0666666667,18.933333333,14.416666667,9.5,0.0833333333,24,24,23.916666667,7
776,2,07/06/2022,1,UK344097607687,14/06/2022,UK344097607687,14.25,9.75,9.7666666667,14.233333333,7.1166666667,16.733333333,0.15,24,24,23.85,7
791,2,05/06/2022,1,UK344097507511,12/06/2022,UK344097507511,16.4,7.6,12.483333333,11.516666667,6.7833333333,17.033333333,0.1833333333,24,24,23.816666667,7
820,3,16/05/2022,1,UK344097206332,23/05/2022,UK344097206332,13.283333333,10.716666667,11.3,12.7,7.7166666667,16.266666667,0.0166666667,24,24,23.983333333,7
822,2,01/07/2022,1,UK344097707695,08/07/2022,UK344097707695,13.083333333,10.916666667,9.5166666667,14.483333333,5.3166666667,16.433333333,2.25,24,24,21.75,7
871,1,09/06/2022,1,UK344097408175,16/06/2022,UK344097408175,14.333333333,9.6666666667,13.183333333,10.816666667,5.9666666667,17.783333333,0.25,24,24,23.75,7
882,1,28/06/2022,1,UK344097508218,05/07/2022,UK344097508218,11.316666667,12.683333333,9.8666666667,14.133333333,3.9166666667,16.966666667,3.1166666667,24,24,20.883333333,7
898,2,06/07/2022,1,UK344097707646,13/07/2022,UK344097707646,13.2,10.8,10.35,13.65,6.75,16.95,0.3,24,24,23.7,7
913,1,01/06/2022,1,UK344097408168,08/06/2022,UK344097408168,12.483333333,11.516666667,10.1,13.9,5.2166666667,16.1,2.7,24,24,21.316666667,7
919,2,24/05/2022,1,UK344097307656,31/05/2022,UK344097307656,11.8,12.2,9.0333333333,14.966666667,5.5833333333,15.816666667,2.6,24,24,21.4,7
931,2,12/06/2022,1,UK344097107542,19/06/2022,UK344097107542,12.583333333,11.416666667,11.6,12.4,4.8333333333,19.083333333,0.0833333333,24,24,23.916666667,7
952,3,18/05/2022,1,UK344097206787,25/05/2022,UK344097206787,14.1,9.9,9.3333333333,14.666666667,8.1333333333,15.383333333,0.4833333333,24,24,23.516666667,7
957,1,10/06/2022,1,UK344097208285,17/06/2022,UK344097208285,14.133333333,9.8666666667,13.55,10.45,6.2,16.866666667,0.9333333333,24,24,23.066666667,7
962,2,17/05/2022,1,UK344097607596,24/05/2022,UK344097607596,15.433333333,8.5666666667,6.9666666667,17.033333333,10.466666667,13.183333333,0.3666666667,24,24,23.65,7
969,3,05/06/2022,1,UK344097306746,12/06/2022,UK344097306746,14.25,9.75,9.5666666667,14.433333333,6.8666666667,15.466666667,1.6666666667,24,24,22.333333333,7
977,2,13/06/2022,1,UK344097607491,20/06/2022,UK344097607491,11.083333333,12.916666667,9.05,14.95,6.3166666667,14.933333333,2.75,24,24,21.25,7
990,3,15/06/2022,1,UK344097406705,22/06/2022,UK344097406705,10.6,13.4,10.983333333,13.016666667,4.5833333333,18.516666667,0.9,24,24,23.1,7
1622,3,08/07/2022,1,UK344097106877,15/07/2022,UK344097106877,13.483333333,10.516666667,13.683333333,10.316666667,5.1,18.9,0,24,24,24,7
1794,3,27/06/2022,1,UK344097406824,04/07/2022,UK344097406824,15.133333333,8.8666666667,11.433333333,12.566666667,7.5166666667,16.483333333,0,24,24,24,7
6975,4,14/05/2022,1,DE001501116975,21/05/2022,DE001501116975,12.633333333,11.366666667,4.45,19.55,9.4333333333,12.75,1.8333333333,24,24,22.183333333,7
7194,2,27/05/2022,1,UK344097307194,03/06/2022,UK344097307194,12.016666667,11.983333333,11.166666667,12.833333333,5.4166666667,18.533333333,0.05,24,24,23.95,7
8262,4,03/07/2022,1,DE001267448262,10/07/2022,DE001267448262,12.233333333,11.766666667,12.833333333,11.166666667,4.1166666667,19.833333333,0.05,24,24,23.95,7
8266,4,26/05/2022,1,DE001267448266,02/06/2022,DE001267448266,12.666666667,11.333333333,9.45,14.55,5.25,15.766666667,2.9833333333,24,24,21.016666667,7
8277,1,27/05/2022,1,UK344097108277,03/06/2022,UK344097108277,15.583333333,8.4166666667,8.9333333333,15.066666667,8.4333333333,15.1,0.4666666667,24,24,23.533333333,7
8524,1,08/07/2022,1,UK344097308524,15/07/2022,UK344097308524,11.933333333,12.066666667,10.933333333,13.066666667,4.2166666667,19.45,0.3333333333,24,24,23.666666667,7
11,4,04/07/2022,1,UK344097506083,12/07/2022,UK344097506083,13.416666667,10.583333333,8.6166666667,15.383333333,5.9,16.6,1.5,24,24,22.5,8
40,2,04/07/2022,1,UK344097407685,12/07/2022,UK344097407685,15.733333333,8.2666666667,9.8166666667,14.183333333,6.8666666667,17.083333333,0.05,24,24,23.95,8
50,2,04/06/2022,1,UK344097307516,12/06/2022,UK344097307516,7.0166666667,16.983333333,9.2166666667,14.783333333,4.35,17.35,2.3,24,24,21.7,8
64,4,29/05/2022,1,UK344097206052,06/06/2022,UK344097206052,0.25,0.75,0.9,0.1,0,1,0,1,1,1,8
70,2,23/05/2022,1,UK344097207641,31/05/2022,UK344097207641,10.566666667,13.433333333,10.85,13.15,3.8166666667,19.116666667,1.0666666667,24,24,22.933333333,8
81,4,24/06/2022,1,UK344097205940,02/07/2022,UK344097205940,16.333333333,7.6666666667,7.8833333333,16.116666667,9.9833333333,13.766666667,0.25,24,24,23.75,8
88,1,15/06/2022,1,UK344097608471,23/06/2022,UK344097608471,15.716666667,8.2833333333,13.083333333,10.916666667,8.3333333333,15.183333333,0.4833333333,24,24,23.516666667,8
92,3,06/07/2022,1,UK344097607092,14/07/2022,UK344097607092,12.916666667,11.083333333,10.433333333,13.566666667,5.6666666667,17.983333333,0.3333333333,24,24,23.65,8
93,1,20/05/2022,1,UK344097708451,28/05/2022,UK344097708451,15.133333333,8.8666666667,10.9,13.1,6.3833333333,17.283333333,0.3333333333,24,24,23.666666667,8
107,2,10/05/2022,1,UK344097707177,18/05/2022,UK344097707177,15.066666667,7.9333333333,7.85,15.15,9.0333333333,13.833333333,0.1333333333,23,23,22.866666667,8
111,1,05/06/2022,1,UK344097608485,13/06/2022,UK344097608485,11.383333333,12.616666667,11.166666667,12.833333333,4.6166666667,18.966666667,0.4166666667,24,24,23.583333333,8
129,1,23/06/2022,1,UK344097108354,01/07/2022,UK344097108354,13.533333333,10.466666667,9.9333333333,14.066666667,5.9166666667,18.016666667,0.0666666667,24,24,23.933333333,8
131,1,10/06/2022,1,UK344097408315,18/06/2022,UK344097408315,9.05,14.95,11,13,5.45,18.4,0.15,24,24,23.85,8
136,1,19/06/2022,1,UK344097708248,27/06/2022,UK344097708248,13.15,10.85,10.7,13.3,6.1166666667,17.716666667,0.1666666667,24,24,23.833333333,8
140,3,14/05/2022,1,UK344097606553,22/05/2022,UK344097606553,17.6,6.4,5.95,18.05,14.283333333,9.6333333333,0.0833333333,24,24,23.916666667,8
144,1,14/06/2022,1,UK344097508344,22/06/2022,UK344097508344,13.7,10.3,10.35,13.65,6.5166666667,16.7,0.7833333333,24,24,23.216666667,8
153,2,03/07/2022,1,UK344097307803,11/07/2022,UK344097307803,12.433333333,11.566666667,10.416666667,13.583333333,5.1,18.85,0.05,24,24,23.95,8
154,6,20/06/2022,1,UK344097604558,28/06/2022,UK344097604558,13.683333333,10.316666667,9.8833333333,14.116666667,5.85,17.7,0.45,24,24,23.55,8
180,1,01/06/2022,1,UK344097408455,09/06/2022,UK344097408455,16.416666667,7.5833333333,10.25,13.75,7.0666666667,16.666666667,0.2666666667,24,24,23.733333333,8
182,1,22/06/2022,1,UK344097308538,30/06/2022,UK344097308538,14.15,9.85,9.4,14.6,7.7333333333,16.1,0.1666666667,24,24,23.833333333,8
201,1,20/06/2022,1,UK344097408511,28/06/2022,UK344097408511,12.95,11.05,10.65,13.35,7.4,16.2,0.4,24,24,23.6,8
202,4,16/06/2022,1,UK344097505775,24/06/2022,UK344097505775,15.4,8.6,14.433333333,9.5666666667,5.6,18.383333333,0.0166666667,24,24,23.983333333,8
243,1,24/05/2022,1,UK344097408287,01/06/2022,UK344097408287,14.916666667,9.0833333333,9.6666666667,14.333333333,8.5833333333,15.15,0.2666666667,24,24,23.733333333,8
268,2,28/05/2022,1,UK344097207200,05/06/2022,UK344097207200,15.866666667,8.1333333333,7.9166666667,16.083333333,8.1333333333,15.516666667,0.35,24,24,23.65,8
270,1,06/06/2022,1,UK344097508295,14/06/2022,UK344097508295,14.366666667,9.6333333333,12.466666667,11.533333333,6.25,17.633333333,0.1166666667,24,24,23.883333333,8
295,5,24/06/2022,1,UK344097105169,02/07/2022,UK344097105169,13.75,10.25,12.583333333,11.416666667,6.1,17.75,0.15,24,24,23.85,8
331,3,01/06/2022,1,UK344097606665,09/06/2022,UK344097606665,13.333333333,10.666666667,12.6,11.4,5.1666666667,18.5,0.3333333333,24,24,23.666666667,8
333,2,27/06/2022,1,UK344097307558,05/07/2022,UK344097307558,10.633333333,13.366666667,11.916666667,12.083333333,5.4333333333,18.216666667,0.35,24,24,23.65,8
359,3,30/05/2022,1,UK344097106639,07/06/2022,UK344097106639,12.466666667,11.533333333,8.9666666667,15.033333333,5.5833333333,18.233333333,0.1833333333,24,24,23.816666667,8
423,3,24/06/2022,1,UK344097706666,02/07/2022,UK344097706666,10.55,13.45,11.433333333,12.566666667,4.3833333333,17.766666667,1.85,24,24,22.15,8
440,1,01/07/2022,1,UK344097508484,09/07/2022,UK344097508484,11.9,12.1,11.833333333,12.166666667,4.95,18.566666667,0.4833333333,24,24,23.516666667,8
443,1,26/05/2022,1,UK344097708129,03/06/2022,UK344097708129,12.55,11.45,12.383333333,11.616666667,5.7333333333,17.55,0.7166666667,24,24,23.283333333,8
447,4,11/06/2022,1,UK344097605461,19/06/2022,UK344097605461,13.6,10.4,10,14,6.7,16.266666667,1.0333333333,24,24,22.966666667,8
450,1,10/06/2022,1,UK344097308517,18/06/2022,UK344097308517,12.683333333,11.316666667,10.05,13.95,5.15,18.816666667,0.0333333333,24,24,23.966666667,8
459,3,15/06/2022,1,UK344097706918,23/06/2022,UK344097706918,13.033333333,10.966666667,10.833333333,13.166666667,5.2333333333,18.183333333,0.5666666667,24,24,23.416666667,8
462,1,26/05/2022,1,UK344097508470,03/06/2022,UK344097508470,12.866666667,11.133333333,10.183333333,13.816666667,5.5333333333,17.65,0.8166666667,24,24,23.183333333,8
463,1,04/06/2022,1,UK344097608191,12/06/2022,UK344097608191,15.283333333,8.7166666667,9.75,14.25,7.2666666667,16.666666667,0.0666666667,24,24,23.933333333,8
474,2,11/05/2022,1,UK344097307369,19/05/2022,UK344097307369,11.466666667,12.533333333,9.5333333333,14.466666667,5.8166666667,17.566666667,0.6166666667,24,24,23.383333333,8
501,2,02/06/2022,1,UK344097407314,10/06/2022,UK344097407314,13.05,10.95,7.7166666667,16.283333333,9.05,14.883333333,0.0666666667,24,24,23.933333333,8
502,1,23/05/2022,1,UK344097308314,31/05/2022,UK344097308314,12.45,11.55,9.9666666667,14.033333333,6.4,17.333333333,0.2666666667,24,24,23.733333333,8
514,2,28/05/2022,1,UK344097207382,05/06/2022,UK344097207382,14.466666667,9.5333333333,10.216666667,13.783333333,6.4166666667,17.066666667,0.5166666667,24,24,23.483333333,8
521,2,14/05/2022,1,UK344097707415,22/05/2022,UK344097707415,15,9,7.6,16.4,9.5,14.05,0.45,24,24,23.55,8
524,1,23/05/2022,1,UK344097508288,31/05/2022,UK344097508288,10.983333333,13.016666667,11.366666667,12.633333333,2.9333333333,19.716666667,1.35,24,24,22.65,8
527,1,27/05/2022,1,UK344097608464,04/06/2022,UK344097608464,11.983333333,12.016666667,8.35,15.65,7.3666666667,15.05,1.5833333333,24,24,22.416666667,8
532,1,23/05/2022,1,UK344097408483,31/05/2022,UK344097408483,19.45,4.55,8.0666666667,15.933333333,14.266666667,9.6333333333,0.1,24,24,23.9,8
